id,age,job,marital,education,gender
10128,42,services,single,unknown,Male
10129,39,admin.,married,secondary,Male
10130,30,management,married,tertiary,Male
10131,35,blue-collar,married,secondary,Male
10132,43,housemaid,single,primary,Male
10133,33,management,married,tertiary,Male
10134,24,blue-collar,single,secondary,Male
10135,39,technician,married,secondary,Male
10136,27,technician,single,tertiary,Male
10137,50,blue-collar,married,secondary,Male
10138,30,blue-collar,married,secondary,Male
10139,52,technician,divorced,secondary,Male
10140,30,admin.,married,secondary,Male
10141,35,technician,divorced,secondary,Male
10142,36,admin.,single,secondary,Male
10143,39,management,single,tertiary,Male
10144,43,admin.,single,secondary,Male
10145,43,admin.,single,secondary,Male
10146,46,admin.,married,primary,Female
10147,33,admin.,married,tertiary,Female
10148,56,entrepreneur,married,tertiary,Female
10149,60,retired,married,primary,Female
10150,48,management,married,tertiary,Female
10151,31,blue-collar,married,secondary,Female
10152,36,blue-collar,single,secondary,Female
10153,24,student,single,secondary,Female
10154,27,blue-collar,married,secondary,Female
10155,36,admin.,married,secondary,Female
10156,29,technician,married,tertiary,Female
10157,42,self-employed,married,secondary,Female
10158,44,management,married,tertiary,Female
10159,42,blue-collar,married,unknown,Male
10160,39,entrepreneur,married,secondary,Female
10161,45,management,single,tertiary,Female
10162,36,blue-collar,married,primary,Female
10163,34,blue-collar,married,secondary,Female
10164,43,technician,married,secondary,Male
10165,32,blue-collar,single,secondary,Male
10166,38,technician,married,tertiary,Male
10167,29,blue-collar,married,secondary,Male
10168,28,blue-collar,married,primary,Male
10169,33,management,single,tertiary,Male
10170,43,admin.,married,secondary,Male
10171,42,unemployed,divorced,secondary,Male
10172,33,management,married,tertiary,Male
10173,32,technician,single,secondary,Male
10174,42,housemaid,single,secondary,Male
10175,42,housemaid,married,primary,Male
10176,29,blue-collar,single,secondary,Male
10177,27,management,single,tertiary,Male
10178,38,management,single,tertiary,Male
10179,45,entrepreneur,married,primary,Male
10180,32,management,single,tertiary,Male
10181,33,technician,married,secondary,Male
10182,48,technician,married,secondary,Male
10183,53,blue-collar,married,secondary,Male
10184,23,technician,single,unknown,Male
10185,41,blue-collar,married,secondary,Female
10186,41,admin.,single,secondary,Female
10187,50,services,married,tertiary,Female
10188,28,blue-collar,single,secondary,Female
10189,54,retired,divorced,secondary,Female
10190,38,services,divorced,primary,Female
10191,27,self-employed,married,tertiary,Female
10192,54,management,married,tertiary,Female
10193,28,services,single,secondary,Female
10194,32,technician,single,tertiary,Female
10195,39,services,married,secondary,Female
10196,29,technician,single,secondary,Female
10197,46,admin.,single,unknown,Female
10198,37,entrepreneur,married,primary,Male
10199,30,management,married,tertiary,Female
10200,41,blue-collar,married,secondary,Female
10201,39,unemployed,married,secondary,Female
10202,38,blue-collar,married,primary,Female
10203,55,management,single,tertiary,Male
10204,29,services,single,secondary,Male
10205,36,technician,single,secondary,Male
10206,60,blue-collar,married,primary,Male
10207,43,services,divorced,secondary,Male
10208,45,blue-collar,married,primary,Male
10209,36,management,divorced,tertiary,Male
10210,53,blue-collar,married,secondary,Male
10211,41,self-employed,married,secondary,Male
10212,51,blue-collar,married,secondary,Male
10213,34,blue-collar,married,secondary,Male
10214,29,management,single,tertiary,Male
10215,35,self-employed,single,secondary,Male
10216,40,management,married,tertiary,Male
10217,26,student,single,tertiary,Male
10218,32,technician,single,tertiary,Male
10219,31,technician,married,tertiary,Male
10220,39,management,single,secondary,Male
10221,30,technician,married,secondary,Male
10222,40,technician,married,secondary,Male
10223,32,blue-collar,married,primary,Male
10224,46,admin.,single,secondary,Female
10225,41,technician,married,secondary,Female
10226,35,entrepreneur,single,secondary,Female
10227,40,unemployed,single,secondary,Female
10228,58,management,married,secondary,Female
10229,48,blue-collar,married,primary,Female
10230,37,technician,single,tertiary,Female
10231,59,management,divorced,tertiary,Female
10232,33,blue-collar,married,secondary,Female
10233,36,admin.,married,secondary,Female
10234,40,blue-collar,married,secondary,Female
10235,53,admin.,single,primary,Female
10236,32,admin.,divorced,secondary,Female
10237,32,blue-collar,married,primary,Male
10238,43,services,divorced,unknown,Female
10239,30,services,single,secondary,Female
10240,31,admin.,married,secondary,Female
10241,35,unemployed,single,secondary,Female
10242,39,services,married,secondary,Male
10243,57,management,married,tertiary,Male
10244,33,self-employed,divorced,tertiary,Male
10245,35,management,married,secondary,Male
10246,53,management,married,tertiary,Male
10247,50,entrepreneur,married,secondary,Male
10248,46,unemployed,married,secondary,Male
10249,35,management,single,tertiary,Male
10250,56,retired,married,secondary,Male
10251,54,admin.,divorced,secondary,Male
10252,56,services,married,secondary,Male
10253,43,management,married,tertiary,Male
10254,40,technician,married,secondary,Male
10255,38,management,married,tertiary,Male
10256,43,management,married,tertiary,Male
10257,46,technician,married,secondary,Male
10258,29,blue-collar,married,secondary,Male
10259,33,technician,single,secondary,Male
10260,49,technician,married,secondary,Male
10261,53,blue-collar,divorced,secondary,Male
10262,54,retired,single,primary,Male
10263,33,technician,married,secondary,Female
10264,39,management,married,tertiary,Female
10265,38,admin.,single,unknown,Female
10266,49,admin.,married,secondary,Female
10267,33,technician,married,secondary,Female
10268,59,admin.,married,secondary,Female
10269,35,admin.,married,secondary,Female
10270,40,technician,married,secondary,Female
10271,31,services,single,secondary,Female
10272,35,technician,married,secondary,Female
10273,42,blue-collar,married,primary,Female
10274,55,self-employed,married,secondary,Female
10275,33,blue-collar,married,secondary,Female
10276,31,technician,single,tertiary,Male
10277,30,technician,single,secondary,Female
10278,30,blue-collar,single,primary,Female
10279,37,blue-collar,married,secondary,Female
10280,30,technician,single,tertiary,Female
10281,47,admin.,married,secondary,Male
10282,41,technician,married,tertiary,Male
10283,44,technician,married,secondary,Male
10284,59,management,married,tertiary,Male
10285,29,technician,married,secondary,Male
10286,51,services,married,primary,Male
10287,32,blue-collar,married,secondary,Male
10288,36,blue-collar,married,secondary,Male
10289,30,management,married,tertiary,Male
10290,34,housemaid,married,tertiary,Male
10291,42,blue-collar,married,primary,Male
10292,37,technician,married,secondary,Male
10293,42,blue-collar,single,secondary,Male
10294,31,services,married,unknown,Male
10295,34,admin.,single,tertiary,Male
10296,32,self-employed,married,tertiary,Male
10297,46,technician,divorced,secondary,Male
10298,32,blue-collar,married,primary,Male
10299,37,admin.,single,secondary,Male
10300,39,management,married,tertiary,Male
10301,37,management,single,secondary,Male
10302,32,self-employed,married,tertiary,Female
10303,41,blue-collar,married,secondary,Female
10304,50,self-employed,married,tertiary,Female
10305,57,management,married,unknown,Female
10306,37,admin.,single,secondary,Female
10307,56,entrepreneur,divorced,secondary,Female
10308,37,unemployed,married,secondary,Female
10309,32,blue-collar,married,primary,Female
10310,30,management,single,tertiary,Female
10311,27,blue-collar,single,secondary,Female
10312,36,management,married,tertiary,Female
10313,34,management,single,tertiary,Female
10314,53,services,married,primary,Female
10315,58,management,married,tertiary,Male
10316,31,admin.,single,secondary,Female
10317,38,services,married,secondary,Female
10318,32,management,single,tertiary,Female
10319,31,services,married,secondary,Female
10320,59,admin.,divorced,secondary,Male
10321,41,blue-collar,married,primary,Male
10322,33,technician,married,secondary,Male
10323,52,management,married,tertiary,Male
10324,36,entrepreneur,married,primary,Male
10325,37,management,married,secondary,Male
10326,39,services,single,secondary,Male
10327,36,management,married,tertiary,Male
10328,30,management,married,tertiary,Male
10329,32,management,single,tertiary,Male
10330,47,blue-collar,married,primary,Male
10331,38,management,single,tertiary,Male
10332,51,management,married,tertiary,Male
10333,27,services,single,secondary,Male
10334,58,retired,single,tertiary,Male
10335,56,management,married,primary,Male
10336,40,blue-collar,married,primary,Male
10337,47,entrepreneur,married,secondary,Male
10338,23,blue-collar,single,secondary,Male
10339,46,blue-collar,married,secondary,Male
10340,57,services,married,primary,Male
10341,40,services,married,secondary,Female
10342,30,admin.,married,tertiary,Female
10343,58,retired,married,primary,Female
10344,36,blue-collar,divorced,secondary,Female
10345,37,blue-collar,married,primary,Female
10346,51,blue-collar,married,primary,Female
10347,30,blue-collar,single,secondary,Female
10348,39,technician,married,tertiary,Female
10349,33,blue-collar,married,secondary,Female
10350,60,blue-collar,married,primary,Female
10351,29,self-employed,married,tertiary,Female
10352,31,admin.,married,secondary,Female
10353,52,management,married,tertiary,Female
10354,30,admin.,single,secondary,Male
10355,47,blue-collar,married,secondary,Female
10356,46,management,divorced,tertiary,Female
10357,31,technician,married,tertiary,Female
10358,29,blue-collar,married,secondary,Female
10359,34,services,married,secondary,Male
10360,44,services,married,secondary,Male
10361,60,blue-collar,married,secondary,Male
10362,51,services,married,primary,Male
10363,31,housemaid,single,tertiary,Male
10364,33,blue-collar,married,secondary,Male
10365,53,admin.,divorced,secondary,Male
10366,45,admin.,married,secondary,Male
10367,51,management,married,tertiary,Male
10368,30,management,single,tertiary,Male
10369,58,blue-collar,married,primary,Male
10370,26,blue-collar,single,primary,Male
10371,37,services,married,secondary,Male
10372,47,management,married,tertiary,Male
10373,28,management,married,tertiary,Male
10374,28,blue-collar,married,secondary,Male
10375,43,management,divorced,tertiary,Male
10376,43,services,married,secondary,Male
10377,57,management,married,tertiary,Male
10378,34,entrepreneur,married,tertiary,Male
10379,36,admin.,divorced,tertiary,Male
10380,32,technician,single,secondary,Female
10381,46,management,married,unknown,Female
10382,36,technician,married,secondary,Female
10383,33,management,married,tertiary,Female
10384,48,blue-collar,married,primary,Female
10385,58,entrepreneur,married,secondary,Female
10386,56,housemaid,married,primary,Female
10387,53,management,married,tertiary,Female
10388,41,blue-collar,married,secondary,Female
10389,35,admin.,married,secondary,Female
10390,31,management,married,tertiary,Female
10391,51,admin.,divorced,secondary,Female
10392,40,technician,married,secondary,Female
10393,40,technician,divorced,secondary,Male
10394,44,services,married,secondary,Female
10395,37,blue-collar,married,secondary,Female
10396,49,entrepreneur,married,secondary,Female
10397,56,retired,married,secondary,Female
10398,25,student,single,secondary,Male
10399,29,management,single,tertiary,Male
10400,35,admin.,single,tertiary,Male
10401,41,entrepreneur,divorced,secondary,Male
10402,38,blue-collar,married,secondary,Male
10403,61,housemaid,married,primary,Male
10404,36,technician,married,secondary,Male
10405,52,blue-collar,married,primary,Male
10406,31,technician,single,tertiary,Male
10407,33,unemployed,married,tertiary,Male
10408,49,blue-collar,married,primary,Male
10409,45,technician,single,tertiary,Male
10410,71,retired,married,secondary,Male
10411,34,management,single,tertiary,Male
10412,33,admin.,single,secondary,Male
10413,28,blue-collar,married,secondary,Male
10414,52,technician,married,secondary,Male
10415,54,blue-collar,married,primary,Male
10416,51,blue-collar,married,unknown,Male
10417,59,retired,married,secondary,Male
10418,25,admin.,single,tertiary,Male
10419,35,technician,married,tertiary,Female
10420,49,blue-collar,married,primary,Female
10421,33,technician,married,secondary,Female
10422,30,self-employed,single,tertiary,Female
10423,46,services,married,secondary,Female
10424,43,services,single,secondary,Female
10425,28,blue-collar,single,secondary,Female
10426,41,blue-collar,married,primary,Female
10427,60,housemaid,divorced,primary,Female
10428,49,blue-collar,married,secondary,Female
10429,30,technician,single,tertiary,Female
10430,45,unemployed,married,primary,Female
10431,47,management,single,tertiary,Female
10432,29,blue-collar,single,secondary,Male
10433,59,admin.,married,secondary,Female
10434,27,technician,married,tertiary,Female
10435,37,technician,married,secondary,Female
10436,25,technician,divorced,secondary,Female
10437,39,technician,divorced,secondary,Male
10438,35,blue-collar,married,primary,Male
10439,77,retired,married,primary,Male
10440,58,retired,divorced,secondary,Male
10441,38,management,single,tertiary,Male
10442,50,blue-collar,married,primary,Male
10443,27,management,single,secondary,Male
10444,46,blue-collar,married,secondary,Male
10445,51,admin.,married,secondary,Male
10446,58,retired,married,secondary,Male
10447,42,entrepreneur,married,secondary,Male
10448,27,technician,married,secondary,Male
10449,34,technician,single,secondary,Male
10450,31,admin.,single,secondary,Male
10451,39,blue-collar,married,secondary,Male
10452,42,admin.,single,secondary,Male
10453,44,entrepreneur,married,secondary,Male
10454,51,management,divorced,tertiary,Male
10455,50,admin.,single,secondary,Male
10456,32,blue-collar,married,primary,Male
10457,45,blue-collar,married,primary,Male
10458,29,admin.,single,secondary,Female
10459,53,blue-collar,married,secondary,Female
10460,29,services,married,secondary,Female
10461,57,admin.,married,primary,Female
10462,41,blue-collar,married,secondary,Female
10463,58,technician,married,secondary,Female
10464,52,housemaid,married,primary,Female
10465,44,admin.,married,unknown,Female
10466,34,blue-collar,married,primary,Female
10467,44,management,married,tertiary,Female
10468,56,technician,married,tertiary,Female
10469,36,entrepreneur,married,tertiary,Female
10470,45,management,divorced,tertiary,Female
10471,57,management,married,tertiary,Male
10472,49,management,married,tertiary,Female
10473,37,blue-collar,married,secondary,Female
10474,44,blue-collar,divorced,unknown,Female
10475,40,blue-collar,married,primary,Female
10476,28,technician,single,secondary,Male
10477,39,services,married,secondary,Male
10478,40,technician,single,tertiary,Male
10479,33,management,single,tertiary,Male
10480,37,management,single,tertiary,Male
10481,36,services,married,secondary,Male
10482,39,blue-collar,divorced,unknown,Male
10483,26,technician,single,tertiary,Male
10484,48,management,married,tertiary,Male
10485,51,technician,married,secondary,Male
10486,35,technician,single,tertiary,Male
10487,40,blue-collar,married,secondary,Male
10488,40,admin.,single,secondary,Male
10489,37,admin.,married,secondary,Male
10490,43,blue-collar,married,secondary,Male
10491,48,management,married,primary,Male
10492,46,admin.,divorced,secondary,Male
10493,34,services,single,tertiary,Male
10494,52,management,married,tertiary,Male
10495,57,management,married,secondary,Male
10496,36,services,married,secondary,Male
10497,33,blue-collar,married,secondary,Female
10498,30,technician,single,secondary,Female
10499,34,management,married,tertiary,Female
10500,35,management,single,tertiary,Female
10501,34,blue-collar,single,secondary,Female
10502,32,technician,single,secondary,Female
10503,30,blue-collar,single,secondary,Female
10504,33,housemaid,married,primary,Female
10505,31,technician,single,tertiary,Female
10506,33,admin.,single,secondary,Female
10507,48,technician,divorced,tertiary,Female
10508,38,technician,married,secondary,Female
10509,53,blue-collar,married,secondary,Female
10510,36,blue-collar,married,secondary,Male
10511,37,management,married,tertiary,Female
10512,36,blue-collar,married,secondary,Female
10513,39,blue-collar,married,secondary,Female
10514,50,admin.,married,secondary,Female
10515,49,blue-collar,married,primary,Male
10516,41,services,married,secondary,Male
10517,32,services,married,secondary,Male
10518,30,unemployed,single,tertiary,Male
10519,46,management,married,tertiary,Male
10520,25,self-employed,married,tertiary,Male
10521,27,services,married,secondary,Male
10522,28,student,single,secondary,Male
10523,47,management,divorced,tertiary,Male
10524,39,management,divorced,tertiary,Male
10525,28,admin.,married,secondary,Male
10526,45,technician,divorced,secondary,Male
10527,30,management,married,tertiary,Male
10528,48,blue-collar,married,primary,Male
10529,60,blue-collar,married,primary,Male
10530,48,entrepreneur,married,secondary,Male
10531,38,management,single,tertiary,Male
10532,31,management,single,tertiary,Male
10533,52,unemployed,married,primary,Male
10534,28,blue-collar,single,secondary,Male
10535,51,blue-collar,married,unknown,Male
10536,32,technician,married,secondary,Female
10537,52,entrepreneur,divorced,secondary,Female
10538,23,blue-collar,single,secondary,Female
10539,51,management,married,tertiary,Female
10540,49,services,married,secondary,Female
10541,37,self-employed,married,secondary,Female
10542,32,management,single,tertiary,Female
10543,32,management,married,tertiary,Female
10544,56,services,married,secondary,Female
10545,49,technician,married,unknown,Female
10546,49,management,married,tertiary,Female
10547,53,management,married,tertiary,Female
10548,32,admin.,married,secondary,Female
10549,60,retired,married,secondary,Male
10550,40,blue-collar,married,secondary,Female
10551,41,services,married,secondary,Female
10552,55,blue-collar,married,primary,Female
10553,33,management,single,tertiary,Female
10554,49,blue-collar,married,secondary,Male
10555,26,management,single,tertiary,Male
10556,56,management,divorced,tertiary,Male
10557,27,admin.,single,tertiary,Male
10558,55,unemployed,married,secondary,Male
10559,55,technician,divorced,tertiary,Male
10560,26,management,single,tertiary,Male
10561,34,technician,married,secondary,Male
10562,38,housemaid,married,secondary,Male
10563,88,retired,married,primary,Male
10564,38,admin.,married,secondary,Male
10565,44,technician,divorced,secondary,Male
10566,43,admin.,married,secondary,Male
10567,48,blue-collar,divorced,primary,Male
10568,35,admin.,single,secondary,Male
10569,49,services,married,tertiary,Male
10570,33,unemployed,single,tertiary,Male
10571,77,unknown,married,unknown,Male
10572,56,housemaid,divorced,primary,Male
10573,33,admin.,married,secondary,Male
10574,44,admin.,single,secondary,Male
10575,40,admin.,married,secondary,Female
10576,55,blue-collar,divorced,secondary,Female
10577,31,management,married,tertiary,Female
10578,42,services,married,unknown,Female
10579,45,entrepreneur,divorced,secondary,Female
10580,38,admin.,single,secondary,Female
10581,32,admin.,single,secondary,Female
10582,35,management,single,tertiary,Female
10583,70,retired,married,secondary,Female
10584,41,technician,married,secondary,Female
10585,27,blue-collar,single,secondary,Female
10586,56,entrepreneur,married,tertiary,Female
10587,59,management,divorced,tertiary,Female
10588,31,management,married,tertiary,Male
10589,59,retired,married,primary,Female
10590,32,management,single,tertiary,Female
10591,37,technician,single,secondary,Female
10592,59,retired,divorced,unknown,Female
10593,51,technician,married,tertiary,Male
10594,42,blue-collar,married,primary,Male
10595,38,admin.,divorced,secondary,Male
10596,35,technician,divorced,secondary,Male
10597,42,blue-collar,married,primary,Male
10598,43,technician,single,tertiary,Male
10599,31,management,married,tertiary,Male
10600,56,blue-collar,married,primary,Male
10601,43,management,married,tertiary,Male
10602,39,management,married,tertiary,Male
10603,52,blue-collar,married,secondary,Male
10604,32,services,single,secondary,Male
10605,37,self-employed,married,secondary,Male
10606,35,entrepreneur,married,tertiary,Male
10607,39,services,divorced,secondary,Male
10608,44,self-employed,married,secondary,Male
10609,41,entrepreneur,married,secondary,Male
10610,26,student,single,tertiary,Male
10611,50,admin.,married,secondary,Male
10612,33,technician,married,secondary,Male
10613,26,services,married,secondary,Male
10614,31,admin.,single,tertiary,Female
10615,56,admin.,divorced,primary,Female
10616,40,blue-collar,married,secondary,Female
10617,27,technician,single,secondary,Female
10618,41,technician,married,secondary,Female
10619,78,retired,married,primary,Female
10620,60,housemaid,married,primary,Female
10621,46,management,married,tertiary,Female
10622,25,blue-collar,single,primary,Female
10623,30,management,married,tertiary,Female
10624,37,self-employed,divorced,tertiary,Female
10625,45,blue-collar,married,secondary,Female
10626,31,management,single,tertiary,Female
10627,35,technician,married,tertiary,Male
10628,47,management,married,tertiary,Female
10629,55,services,married,secondary,Female
10630,28,self-employed,single,tertiary,Female
10631,37,blue-collar,single,secondary,Female
10632,34,student,single,unknown,Male
10633,45,blue-collar,single,secondary,Male
10634,35,blue-collar,single,primary,Male
10635,32,technician,divorced,tertiary,Male
10636,26,student,single,unknown,Male
10637,47,blue-collar,married,secondary,Male
10638,33,technician,married,secondary,Male
10639,42,management,single,tertiary,Male
10640,31,unemployed,single,unknown,Male
10641,30,blue-collar,single,secondary,Male
10642,40,management,single,secondary,Male
10643,52,management,married,tertiary,Male
10644,48,admin.,married,secondary,Male
10645,36,blue-collar,divorced,primary,Male
10646,36,blue-collar,single,secondary,Male
10647,47,blue-collar,married,primary,Male
10648,31,technician,single,secondary,Male
10649,60,retired,married,primary,Male
10650,49,blue-collar,married,secondary,Male
10651,41,technician,married,secondary,Male
10652,67,management,married,secondary,Male
10653,35,technician,married,secondary,Female
10654,34,management,married,tertiary,Female
10655,49,technician,married,tertiary,Female
10656,33,management,divorced,tertiary,Female
10657,37,blue-collar,divorced,secondary,Female
10658,29,admin.,single,secondary,Female
10659,53,housemaid,married,primary,Female
10660,36,technician,married,tertiary,Female
10661,54,unknown,married,unknown,Female
10662,55,blue-collar,divorced,unknown,Female
10663,38,blue-collar,married,primary,Female
10664,50,blue-collar,married,secondary,Female
10665,50,entrepreneur,married,primary,Female
10666,35,management,married,tertiary,Male
10667,35,management,single,tertiary,Female
10668,51,retired,single,tertiary,Female
10669,34,technician,single,secondary,Female
10670,28,blue-collar,single,primary,Female
10671,57,management,married,secondary,Male
10672,38,entrepreneur,married,secondary,Male
10673,41,retired,single,primary,Male
10674,38,blue-collar,single,primary,Male
10675,54,technician,single,secondary,Male
10676,52,technician,married,secondary,Male
10677,35,housemaid,married,tertiary,Male
10678,40,admin.,married,secondary,Male
10679,33,technician,divorced,tertiary,Male
10680,35,management,divorced,tertiary,Male
10681,41,management,married,tertiary,Male
10682,33,technician,married,secondary,Male
10683,25,admin.,single,secondary,Male
10684,34,management,married,tertiary,Male
10685,28,blue-collar,single,unknown,Male
10686,41,admin.,divorced,secondary,Male
10687,29,student,single,unknown,Male
10688,38,technician,single,secondary,Male
10689,39,blue-collar,married,secondary,Male
10690,58,retired,married,secondary,Male
10691,36,self-employed,single,tertiary,Male
10692,46,management,divorced,secondary,Female
10693,36,management,married,secondary,Female
10694,59,management,divorced,tertiary,Female
10695,36,technician,married,secondary,Female
10696,34,housemaid,married,tertiary,Female
10697,29,technician,single,tertiary,Female
10698,39,blue-collar,married,secondary,Female
10699,32,self-employed,married,tertiary,Female
10700,29,services,married,secondary,Female
10701,53,technician,married,primary,Female
10702,29,blue-collar,married,primary,Female
10703,44,management,single,tertiary,Female
10704,28,student,single,tertiary,Female
10705,37,technician,married,tertiary,Male
10706,45,management,divorced,tertiary,Female
10707,39,blue-collar,married,secondary,Female
10708,34,services,married,secondary,Female
10709,32,blue-collar,married,unknown,Female
10710,40,services,married,secondary,Male
10711,30,technician,single,secondary,Male
10712,55,management,married,tertiary,Male
10713,50,management,married,tertiary,Male
10714,45,admin.,married,unknown,Male
10715,54,management,married,tertiary,Male
10716,37,admin.,married,secondary,Male
10717,40,entrepreneur,married,tertiary,Male
10718,39,management,married,tertiary,Male
10719,59,entrepreneur,married,primary,Male
10720,40,technician,married,secondary,Male
10721,48,management,single,tertiary,Male
10722,73,retired,married,primary,Male
10723,28,self-employed,single,tertiary,Male
10724,50,services,single,secondary,Male
10725,35,unemployed,married,secondary,Male
10726,45,services,single,secondary,Male
10727,51,self-employed,married,secondary,Male
10728,47,admin.,single,primary,Male
10729,54,blue-collar,divorced,unknown,Male
10730,54,services,married,secondary,Male
10731,35,blue-collar,married,secondary,Female
10732,74,retired,married,secondary,Female
10733,32,technician,married,secondary,Female
10734,56,management,married,tertiary,Female
10735,57,retired,divorced,secondary,Female
10736,33,blue-collar,married,secondary,Female
10737,44,blue-collar,married,primary,Female
10738,30,admin.,divorced,secondary,Female
10739,48,blue-collar,married,primary,Female
10740,38,management,married,secondary,Female
10741,26,management,single,tertiary,Female
10742,24,blue-collar,single,secondary,Female
10743,28,management,married,secondary,Female
10744,55,management,married,tertiary,Male
10745,40,technician,married,secondary,Female
10746,39,management,married,tertiary,Female
10747,43,services,divorced,secondary,Female
10748,32,blue-collar,married,secondary,Female
10749,35,blue-collar,married,secondary,Male
10750,53,technician,married,tertiary,Male
10751,44,unemployed,divorced,secondary,Male
10752,42,housemaid,married,primary,Male
10753,59,retired,married,tertiary,Male
10754,32,blue-collar,single,secondary,Male
10755,47,blue-collar,married,secondary,Male
10756,30,management,single,secondary,Male
10757,38,technician,single,secondary,Male
10758,40,blue-collar,single,primary,Male
10759,34,management,single,tertiary,Male
10760,33,technician,single,tertiary,Male
10761,27,unemployed,single,secondary,Male
10762,39,blue-collar,married,secondary,Male
10763,38,blue-collar,married,secondary,Male
10764,55,services,married,tertiary,Male
10765,59,blue-collar,married,secondary,Male
10766,37,management,married,tertiary,Male
10767,38,services,single,secondary,Male
10768,20,admin.,single,secondary,Male
10769,51,entrepreneur,married,tertiary,Male
10770,48,admin.,married,unknown,Female
10771,36,management,married,tertiary,Female
10772,30,management,single,tertiary,Female
10773,45,management,married,tertiary,Female
10774,31,blue-collar,divorced,secondary,Female
10775,40,technician,married,secondary,Female
10776,58,entrepreneur,married,tertiary,Female
10777,35,blue-collar,married,primary,Female
10778,42,management,married,tertiary,Female
10779,48,blue-collar,married,primary,Female
10780,52,technician,single,secondary,Female
10781,30,services,single,tertiary,Female
10782,43,blue-collar,married,primary,Female
10783,43,blue-collar,married,secondary,Male
10784,30,management,single,tertiary,Female
10785,46,technician,married,unknown,Female
10786,43,entrepreneur,married,tertiary,Female
10787,36,admin.,married,tertiary,Female
10788,42,management,married,tertiary,Male
10789,41,blue-collar,married,secondary,Male
10790,50,management,single,secondary,Male
10791,25,blue-collar,single,primary,Male
10792,36,management,married,tertiary,Male
10793,59,retired,divorced,primary,Male
10794,50,admin.,divorced,secondary,Male
10795,45,management,married,primary,Male
10796,49,entrepreneur,married,tertiary,Male
10797,54,technician,divorced,secondary,Male
10798,33,admin.,married,secondary,Male
10799,67,technician,married,secondary,Male
10800,31,admin.,married,secondary,Male
10801,59,blue-collar,divorced,secondary,Male
10802,28,admin.,single,tertiary,Male
10803,58,management,divorced,tertiary,Male
10804,30,services,divorced,secondary,Male
10805,53,retired,married,secondary,Male
10806,51,unknown,married,unknown,Male
10807,47,blue-collar,married,secondary,Male
10808,30,management,single,tertiary,Male
10809,38,management,married,tertiary,Female
10810,53,technician,single,secondary,Female
10811,59,retired,married,unknown,Female
10812,57,unemployed,married,tertiary,Female
10813,36,self-employed,single,tertiary,Female
10814,42,blue-collar,married,secondary,Female
10815,56,technician,single,secondary,Female
10816,38,unemployed,married,secondary,Female
10817,47,management,married,unknown,Female
10818,30,self-employed,married,tertiary,Female
10819,42,entrepreneur,single,primary,Female
10820,34,management,divorced,tertiary,Female
10821,29,services,married,secondary,Female
10822,49,management,married,secondary,Male
10823,59,management,married,tertiary,Female
10824,30,management,single,tertiary,Female
10825,37,technician,married,secondary,Female
10826,27,admin.,single,tertiary,Female
10827,24,student,single,secondary,Male
10828,55,management,married,tertiary,Male
10829,60,technician,divorced,secondary,Male
10830,30,services,married,secondary,Male
10831,34,blue-collar,divorced,secondary,Male
10832,36,admin.,married,secondary,Male
10833,44,blue-collar,married,secondary,Male
10834,38,management,married,tertiary,Male
10835,60,management,married,tertiary,Male
10836,58,services,married,secondary,Male
10837,30,admin.,single,secondary,Male
10838,39,technician,married,tertiary,Male
10839,44,housemaid,single,secondary,Male
10840,32,management,married,secondary,Male
10841,32,blue-collar,married,primary,Male
10842,47,admin.,single,secondary,Male
10843,37,technician,married,tertiary,Male
10844,86,retired,divorced,unknown,Male
10845,38,technician,married,secondary,Male
10846,31,management,married,tertiary,Male
10847,49,services,single,secondary,Male
10848,53,retired,married,primary,Female
10849,55,management,divorced,tertiary,Female
10850,30,management,single,tertiary,Female
10851,41,management,married,tertiary,Female
10852,31,services,married,secondary,Female
10853,39,services,married,secondary,Female
10854,43,blue-collar,married,secondary,Female
10855,45,management,divorced,tertiary,Female
10856,42,management,married,tertiary,Female
10857,35,management,single,tertiary,Female
10858,43,self-employed,married,secondary,Female
10859,54,management,married,secondary,Female
10860,43,blue-collar,married,primary,Female
10861,33,admin.,married,secondary,Male
10862,31,management,single,tertiary,Female
10863,42,unemployed,married,secondary,Female
10864,34,blue-collar,single,secondary,Female
10865,36,blue-collar,married,secondary,Female
10866,51,services,married,secondary,Male
10867,50,blue-collar,married,primary,Male
10868,32,student,single,secondary,Male
10869,37,management,married,tertiary,Male
10870,50,blue-collar,divorced,secondary,Male
10871,52,blue-collar,married,primary,Male
10872,30,admin.,divorced,secondary,Male
10873,38,management,single,tertiary,Male
10874,50,blue-collar,married,primary,Male
10875,32,blue-collar,single,secondary,Male
10876,24,blue-collar,single,primary,Male
10877,36,management,married,tertiary,Male
10878,42,technician,single,secondary,Male
10879,50,blue-collar,married,primary,Male
10880,41,blue-collar,married,primary,Male
10881,34,admin.,single,secondary,Male
10882,29,technician,married,tertiary,Male
10883,47,management,married,secondary,Male
10884,44,blue-collar,married,secondary,Male
10885,49,self-employed,married,secondary,Male
10886,39,blue-collar,divorced,secondary,Male
10887,31,entrepreneur,single,tertiary,Female
10888,36,services,single,secondary,Female
10889,44,blue-collar,married,secondary,Female
10890,29,management,married,tertiary,Female
10891,33,management,single,tertiary,Female
10892,40,admin.,married,secondary,Female
10893,33,management,single,tertiary,Female
10894,54,management,married,tertiary,Female
